Município,Faixa da renda total da família / Até 1 S.M.,Faixa da renda total da família / Entre 1 e 2 S.M.,Faixa da renda total da família / Entre 2 e 3 S.M.,Faixa da renda total da família / Acima de 3 S.M.,Faixa da renda familiar per capita / Pobreza 1 (até R$ 109),Faixa da renda familiar per capita / Pobreza 2 (de R$ 109 a R$ 218),Faixa da renda familiar per capita / Baixa Renda,Faixa da renda familiar per capita / Acima de 1/2 S.M.,Recebe PBF família / Não,Recebe PBF família / Sim,Calçamento em frente ao seu domicílio / Total,Calçamento em frente ao seu domicílio / Parcial,Calçamento em frente ao seu domicílio / Não existe,Situação do domicílio / Urbanas,Situação do domicílio / Rurais,Espécie do domicílio / Particular Permanente,Espécie do domicílio / Particular improvisado,Espécie do domicílio / Coletivo,Existência de banheiro / Sim,Existência de banheiro / Não,Forma de abastecimento de água / Rede geral de distribuição,Forma de abastecimento de água / Poço ou nascente,Forma de abastecimento de água / Cisterna,Forma de abastecimento de água / Outra forma,Forma de coleta do lixo / É coletado diretamente,Forma de coleta do lixo / É coletado indiretamente,Forma de coleta do lixo / É queimado ou enterrado na propriedade,"Forma de coleta do lixo / É jogado em terreno baldio ou logradouro (rua, avenida, etc.)",Forma de coleta do lixo / É jogado em rio ou mar,Forma de coleta do lixo / Tem outro destino,Forma de escoamento sanitário / Rede coletora de esgoto ou pluvial,Forma de escoamento sanitário / Fossa séptica,Forma de escoamento sanitário / Fossa rudimentar,Forma de escoamento sanitário / Vala a céu aberto,"Forma de escoamento sanitário / Direto para um rio, lago ou mar",Forma de escoamento sanitário / Outra forma,Material predominante nas paredes externas do domicílio / Alvenaria/tijolo com revestimento,Material predominante nas paredes externas do domicílio / Alvenaria/tijolo sem revestimento,Material predominante nas paredes externas do domicílio / Madeira aparelhada,Material predominante nas paredes externas do domicílio / Taipa revestida,Material predominante nas paredes externas do domicílio / Taipa não revestida,Material predominante nas paredes externas do domicílio / Madeira aproveitada,Material predominante nas paredes externas do domicílio / Palha,Material predominante nas paredes externas do domicílio / Outro Material,Material predominante no piso do domicílio / Terra,Material predominante no piso do domicílio / Cimento,Material predominante no piso do domicílio / Madeira aproveitada,Material predominante no piso do domicílio / Madeira aparelhada,"Material predominante no piso do domicílio / Cerâmica, lajota ou pedra",Material predominante no piso do domicílio / Carpete,Material predominante no piso do domicílio / Outro Material,Água canalizada no domicílio / Sim,Água canalizada no domicílio / Não,Tipo de iluminação / Elétrica com medidor próprio,Tipo de iluminação / Elétrica com medidor comunitário,Tipo de iluminação / Elétrica sem medidor,"Tipo de iluminação / Óleo, querosene ou gás",Tipo de iluminação / Vela,Tipo de iluminação / Outra forma,Recebe PBF família / Não,Recebe PBF família / Sim,Pessoa com marcação de trabalho infantil / Sim,Pessoa com marcação de trabalho infantil / Não,Não recebe ajuda de terceiros / Opção não marcada no formulário,Não recebe ajuda de terceiros / Opção marcada no formulário,Curso mais elevado que a pessoa frequentou / Creche,Curso mais elevado que a pessoa frequentou / Pré-escola (exceto CA),Curso mais elevado que a pessoa frequentou / Classe de Alfabetização - CA,"Curso mais elevado que a pessoa frequentou / Ensino Fundamental 1ª a 4ª séries, Elementar (Primário), Primeira fase do 1º grau","Curso mais elevado que a pessoa frequentou / Ensino Fundamental 5ª a 8ª séries, Médio 1º ciclo (Ginasial), Segunda fase do 1º grau",Curso mais elevado que a pessoa frequentou / Ensino Fundamental (duração 9 anos),Curso mais elevado que a pessoa frequentou / Ensino Fundamental Especial,"Curso mais elevado que a pessoa frequentou / Ensino Médio, 2º grau, Médio 2º ciclo (Científico, Clássico, Técnico, Normal)",Curso mais elevado que a pessoa frequentou / Ensino Médio Especial,Curso mais elevado que a pessoa frequentou / Ensino Fundamental EJA -séries iniciais (Supletivo 1ª a 4ª),Curso mais elevado que a pessoa frequentou / Ensino Fundamental EJA -séries finais (Supletivo 5ª a 8ª),Curso mais elevado que a pessoa frequentou / Ensino Médio EJA(Supletivo),"Curso mais elevado que a pessoa frequentou / Superior, Aperfeiçoamento,Especialização, Mestrado,Doutorado","Curso mais elevado que a pessoa frequentou / Alfabetização para Adultos(Mobral, etc.)",Curso mais elevado que a pessoa frequentou / Nenhum,Grau de instrução / Sem instrução,Grau de instrução / Fundamental incompleto,Grau de instrução / Fundamental completo,Grau de instrução / Médio incompleto,Grau de instrução / Médio completo,Grau de instrução / Superior incompleto ou mais,"Pessoa frequenta escola / Sim, rede pública","Pessoa frequenta escola / Sim, rede particular","Pessoa frequenta escola / Não, já frequentou",Pessoa frequenta escola / Nunca frequentou,Pessoa sabe ler e escrever / Sim,Pessoa sabe ler e escrever / Não,Último ano e série do curso que a pessoa frequentou / Primeiro(a),Último ano e série do curso que a pessoa frequentou / Segundo(a),Último ano e série do curso que a pessoa frequentou / Terceiro(a),Último ano e série do curso que a pessoa frequentou / Quarto(a),Último ano e série do curso que a pessoa frequentou / Quinto(a),Último ano e série do curso que a pessoa frequentou / Sexto(a),Último ano e série do curso que a pessoa frequentou / Sétimo(a),Último ano e série do curso que a pessoa frequentou / Oitavo(a),Último ano e série do curso que a pessoa frequentou / Nono(a),Último ano e série do curso que a pessoa frequentou / Curso não-seriado,"Função principal / Trabalhador por conta própria (bico, autônomo)",Função principal / Trabalhador temporário em área rural,Função principal / Empregado sem carteira de trabalho assinada,Função principal / Empregado com carteira de trabalho assinada,Função principal / Trabalhador doméstico sem carteira de trabalho assinada,Função principal / Trab. doméstico com cart. de trab. assinada,Função principal / Trabalhador não-remunerado,Função principal / Militar ou servidor público,Função principal / Empregador,Função principal / Estagiário,Função principal / Aprendiz,Trabalho remunerado nos últimos 12 meses / Sim,Trabalho remunerado nos últimos 12 meses / Não,Situação de Rua / Não,Situação de Rua / Sim
Apuiarés,80.36,13.66,3.55,2.42,65.06,2.87,13.00,19.06,29.08,70.92,49.43,2.90,47.53,47.04,52.96,99.86,0.03,0.10,95.50,4.36,79.58,7.46,4.41,8.42,59.39,8.68,31.25,0.50,0.00,0.03,3.12,1.59,90.04,0.16,0.01,0.59,90.11,7.45,0.03,1.30,0.77,0.01,0.00,0.19,1.17,79.13,0.04,0.02,19.17,0.01,0.32,89.17,10.69,96.44,1.00,1.28,0.14,0.12,0.89,29.08,70.92,0.00,100.00,0.00,2.47,0.00,0.14,6.19,13.55,11.64,2.62,0.05,27.48,0.01,0.28,0.31,0.12,2.40,0.10,0.03,22.97,27.57,9.57,7.11,23.00,2.38,23.44,1.79,64.93,9.84,74.63,25.37,3.79,4.60,25.94,7.00,2.60,1.83,1.90,6.41,1.44,0.04,6.76,30.16,0.60,5.75,0.07,0.03,3.03,0.68,0.00,0.01,0.00,44.21,31.66,100.00,0.00
Aquiraz,83.71,12.52,2.53,1.24,56.17,8.73,20.29,14.80,32.62,67.38,28.33,27.48,42.80,69.46,30.49,98.61,0.34,1.01,95.89,2.72,26.10,66.58,1.11,4.83,78.22,9.63,10.00,0.66,0.01,0.08,11.99,36.18,46.91,0.31,0.02,0.50,59.37,38.02,0.05,0.63,0.52,0.01,0.01,0.02,1.59,67.05,0.07,0.11,29.61,0.01,0.17,71.44,27.16,75.54,8.52,12.48,0.11,0.18,1.78,32.62,67.38,0.00,100.00,0.00,1.80,0.01,0.06,1.29,9.52,9.63,7.42,0.45,24.24,0.32,0.35,0.47,0.24,1.13,0.47,1.09,25.88,30.85,6.51,8.04,19.00,1.29,28.05,1.61,56.68,13.66,73.10,26.90,5.52,4.78,21.61,4.71,4.40,2.51,2.44,4.35,1.18,0.14,19.89,0.88,0.45,8.38,0.12,0.05,0.02,0.96,0.01,0.06,0.05,31.52,40.01,99.96,0.04
Aracati,71.41,20.52,5.70,2.38,35.76,17.59,28.71,17.93,40.00,60.00,47.02,3.74,48.95,52.52,47.40,99.72,0.08,0.12,96.28,3.44,74.04,13.12,2.72,9.84,79.41,3.25,16.74,0.25,0.02,0.05,18.44,3.23,73.32,0.24,0.02,1.04,74.93,21.77,0.03,1.51,1.31,0.05,0.02,0.09,1.56,43.32,0.11,0.36,54.30,0.01,0.07,82.26,17.47,93.96,0.64,1.22,0.03,0.28,3.59,40.00,60.00,0.00,100.00,0.00,2.92,0.01,0.04,1.26,12.45,12.59,3.76,0.07,27.57,0.04,0.13,0.24,0.17,1.64,0.07,0.00,21.94,31.30,7.40,8.13,22.51,2.08,26.23,2.28,60.05,11.44,74.66,25.34,4.90,4.35,25.80,5.65,4.63,2.30,2.80,4.79,1.28,0.02,16.61,0.20,0.14,8.43,0.04,0.01,0.02,0.86,0.00,0.04,0.04,26.82,47.98,99.92,0.08
Aracoiaba,78.40,16.13,4.02,1.44,51.23,10.63,20.92,17.22,33.95,66.05,19.60,22.17,57.10,31.06,68.94,98.87,1.12,0.01,95.96,2.92,68.29,13.39,10.33,6.86,74.09,1.86,21.72,1.10,0.00,0.10,1.83,22.88,70.54,0.18,0.04,0.48,81.68,8.08,0.03,6.23,2.84,0.01,0.00,0.01,3.87,84.43,0.05,0.04,10.24,0.00,0.24,70.85,28.02,82.88,1.20,13.77,0.46,0.07,0.49,33.95,66.05,0.00,100.00,0.00,0.73,0.02,0.03,0.55,13.06,10.91,4.05,0.76,25.58,0.94,0.18,0.23,0.14,1.44,0.14,0.08,22.21,30.88,8.19,7.72,22.19,1.50,28.09,1.29,58.12,12.50,75.18,24.82,4.14,4.04,25.40,6.51,4.53,1.92,2.06,5.10,1.16,0.50,9.19,16.16,1.75,5.78,0.09,0.03,0.06,0.76,0.00,0.00,0.00,33.86,41.35,100.00,0.00
Ararendá,81.22,15.33,2.33,1.12,61.03,4.16,19.45,15.36,27.94,72.06,55.72,2.70,41.17,38.51,61.49,99.59,0.37,0.03,94.16,5.43,86.68,7.75,2.68,2.48,51.24,1.16,45.79,1.24,0.03,0.14,2.01,1.38,90.36,0.11,0.00,0.29,90.88,8.37,0.01,0.17,0.10,0.00,0.00,0.06,1.36,57.50,0.05,0.19,39.55,0.00,0.94,93.23,6.36,98.46,0.07,0.66,0.02,0.00,0.39,27.94,72.06,0.00,100.00,0.00,1.02,0.01,0.01,0.15,16.93,11.84,4.18,0.07,22.33,0.44,0.14,0.18,0.32,0.90,0.32,0.01,22.75,35.74,6.29,8.12,18.19,0.93,28.97,0.91,57.82,12.31,72.62,27.38,6.77,5.50,23.17,4.90,4.72,2.90,2.93,4.03,0.91,0.01,6.07,4.69,0.07,5.24,0.01,0.00,0.24,0.95,0.06,0.01,0.00,17.00,58.11,100.00,0.00
Araripe,72.36,17.88,5.91,3.86,52.09,6.19,20.72,21.00,38.34,61.66,37.51,0.68,61.78,32.00,67.99,99.97,0.02,0.00,84.69,15.29,54.40,6.25,27.49,11.83,56.05,2.11,40.60,1.13,0.01,0.07,5.99,0.45,75.12,2.01,0.00,1.12,92.57,6.13,0.00,0.72,0.55,0.00,0.00,0.01,3.34,56.14,0.03,0.03,40.36,0.00,0.08,60.50,39.48,93.98,0.45,4.13,0.18,0.42,0.81,38.34,61.66,0.01,99.99,0.00,2.99,0.01,0.02,0.44,14.37,8.29,9.93,0.13,17.02,0.08,0.42,0.26,0.15,3.03,0.10,0.01,27.09,34.44,6.61,7.24,12.61,4.26,28.43,0.73,54.26,16.58,67.95,32.05,5.93,5.09,15.96,6.46,4.79,3.08,2.38,3.66,2.49,0.01,9.61,9.17,0.72,3.69,0.15,0.03,15.86,2.83,0.02,0.03,0.01,27.00,47.08,99.99,0.01
Aratuba,74.99,15.53,5.22,4.26,57.27,3.32,20.53,18.88,33.77,66.23,42.88,18.33,38.76,28.42,71.58,99.97,0.03,0.00,93.81,6.16,27.46,54.67,13.62,4.22,47.00,5.65,45.75,1.52,0.04,0.02,16.56,1.29,74.12,1.24,0.04,0.56,83.05,16.04,0.00,0.48,0.35,0.04,0.00,0.02,4.17,70.58,0.06,0.09,24.82,0.07,0.18,75.46,24.52,90.31,3.43,5.58,0.02,0.07,0.57,33.77,66.23,0.00,100.00,0.00,2.14,0.01,0.06,2.32,13.27,10.15,3.24,0.04,27.96,0.06,0.35,0.48,0.55,4.52,1.26,0.00,24.11,26.03,6.85,9.22,22.50,4.42,27.25,0.67,64.27,7.81,74.14,25.86,6.07,4.93,25.35,5.63,4.09,1.51,1.97,4.28,1.08,0.02,2.91,24.84,0.12,7.84,0.12,0.03,10.79,1.40,0.00,0.01,0.00,28.97,47.46,100.00,0.00
Arneiroz,73.63,17.90,6.97,1.49,44.15,12.70,24.26,18.90,39.68,60.32,52.55,0.04,47.41,56.43,43.57,100.00,0.00,0.00,92.11,7.89,59.69,18.46,16.49,5.36,63.36,0.46,33.64,1.91,0.30,0.34,10.09,70.32,7.95,2.50,0.12,1.13,88.75,10.77,0.02,0.14,0.32,0.00,0.00,0.00,1.07,72.40,0.12,0.12,21.60,0.08,4.61,78.92,21.08,95.45,0.30,3.66,0.00,0.06,0.54,39.68,60.32,0.00,100.00,0.00,2.15,0.00,0.06,5.88,12.82,9.48,6.91,0.10,21.40,0.58,0.04,0.16,0.18,2.36,0.00,0.04,26.31,30.72,7.81,7.21,18.20,2.36,27.92,0.14,60.00,11.94,70.28,29.72,5.03,4.27,20.96,6.85,3.93,1.75,1.85,5.25,1.79,0.02,4.81,10.27,4.27,5.40,1.79,0.00,6.26,0.00,0.00,0.00,0.02,27.02,48.30,100.00,0.00
Assaré,88.00,9.06,2.05,0.89,69.31,3.16,13.23,14.29,26.85,73.15,57.26,3.47,39.27,58.13,41.87,100.00,0.00,0.00,91.42,8.58,62.47,25.09,9.24,3.20,65.53,1.02,33.03,0.37,0.03,0.02,0.56,88.66,1.17,0.24,0.00,0.79,85.41,10.91,0.04,2.33,1.30,0.00,0.00,0.01,4.91,64.46,0.01,0.04,29.75,0.04,0.79,80.51,19.49,98.42,0.21,0.86,0.07,0.22,0.21,26.85,73.15,0.00,100.00,0.00,2.51,0.03,0.05,1.82,13.58,9.60,9.41,0.04,24.70,0.04,0.01,0.08,0.08,1.55,0.10,0.01,24.18,31.84,7.08,8.16,19.65,1.69,24.94,1.29,61.11,12.66,71.38,28.62,7.08,5.79,23.23,6.33,4.29,2.52,2.21,3.73,2.29,0.00,29.07,0.75,0.90,3.16,0.03,0.01,4.99,0.88,0.00,0.00,0.00,35.10,40.49,100.00,0.00
Aurora,72.51,18.91,6.54,2.03,51.87,6.97,20.95,20.21,37.18,62.82,30.29,8.53,61.17,47.74,52.25,99.99,0.00,0.00,94.19,5.80,51.11,33.86,6.20,8.82,24.89,27.71,46.16,1.03,0.02,0.19,10.23,23.39,59.32,0.72,0.02,0.52,90.56,6.71,0.00,2.09,0.61,0.00,0.00,0.02,0.89,65.08,0.01,0.00,32.40,0.06,1.55,84.73,15.25,93.64,2.64,3.29,0.12,0.09,0.20,37.18,62.82,0.01,99.99,0.00,3.35,0.01,0.08,1.63,20.25,10.92,4.68,0.12,21.25,0.18,0.12,0.21,0.32,2.15,0.10,0.03,22.07,36.50,7.36,6.24,17.79,3.56,22.63,2.86,62.05,12.46,74.06,25.94,6.20,5.99,22.31,8.03,4.03,2.74,2.12,4.47,1.51,0.02,15.18,3.37,0.98,3.84,0.94,0.01,9.53,2.36,0.01,0.04,0.01,30.46,47.12,99.99,0.01
Baixio,75.46,16.47,5.72,2.36,61.89,2.04,15.46,20.61,33.59,66.41,49.99,1.56,45.45,59.26,40.74,96.99,2.94,0.06,93.50,3.49,71.99,21.20,1.64,2.17,32.93,31.63,32.28,0.15,0.00,0.00,1.26,2.63,88.41,0.86,0.02,0.32,90.28,6.60,0.00,0.00,0.04,0.00,0.00,0.06,0.84,47.38,0.11,0.13,41.07,0.13,7.34,83.97,13.02,94.89,0.63,1.01,0.00,0.06,0.40,33.59,66.41,0.00,100.00,0.00,0.74,0.00,0.11,1.05,15.04,10.54,5.49,0.15,27.21,0.15,0.04,0.15,0.32,2.75,0.21,0.00,23.93,27.82,6.94,6.96,23.93,4.94,25.30,3.62,63.20,7.89,72.93,27.07,5.07,3.95,27.42,6.94,5.24,1.77,2.12,5.24,0.90,0.00,1.51,42.84,0.74,5.45,0.08,0.00,0.00,1.09,0.04,0.02,0.00,9.76,69.46,100.00,0.00
Banabuiú,80.39,14.03,3.74,1.83,54.33,10.01,18.30,17.36,31.06,68.94,50.24,1.44,48.23,46.35,53.65,99.91,0.09,0.00,91.64,8.27,75.39,2.90,14.14,7.47,54.23,0.33,42.30,2.97,0.00,0.08,14.61,0.70,72.40,1.45,0.00,2.47,68.66,21.25,0.00,5.96,3.99,0.01,0.00,0.04,3.59,78.93,0.01,0.12,16.77,0.00,0.50,78.12,21.79,93.79,1.13,2.62,0.36,0.25,1.75,31.06,68.94,0.00,100.00,0.00,2.33,0.02,0.02,1.85,15.29,10.63,5.73,0.28,22.09,0.21,0.08,0.09,0.12,1.79,0.21,0.00,30.87,28.09,6.26,7.11,17.55,1.86,28.22,0.56,58.40,12.82,62.45,37.55,5.75,5.00,21.61,6.00,4.18,2.65,2.74,4.65,1.71,0.03,6.40,8.48,0.95,7.76,0.34,0.02,0.02,0.05,0.02,0.00,0.01,24.19,47.63,100.00,0.00
Barbalha,66.06,21.83,7.85,4.25,36.52,12.80,28.92,21.75,42.97,57.03,59.88,17.44,22.46,64.89,35.10,99.78,0.10,0.11,95.87,3.91,60.02,38.24,0.16,1.36,81.30,5.16,12.71,0.53,0.00,0.07,11.37,54.48,29.66,0.10,0.01,0.26,92.21,6.03,0.01,1.23,0.29,0.00,0.00,0.01,1.32,50.88,0.05,0.15,47.25,0.03,0.10,92.91,6.87,96.74,0.93,1.51,0.02,0.07,0.51,42.97,57.03,0.00,100.00,0.00,1.82,0.01,0.03,0.58,9.56,9.11,4.10,0.09,30.18,0.16,0.13,0.27,0.16,2.56,0.17,0.01,24.12,24.40,6.85,7.43,25.48,3.72,26.21,4.07,57.12,12.60,71.30,28.70,4.04,4.33,28.25,4.25,3.56,2.01,1.74,3.71,1.30,0.04,13.54,1.48,0.61,11.49,0.36,0.07,0.03,0.65,0.00,0.13,0.11,29.14,43.30,99.99,0.01
Barreira,82.31,13.15,3.49,1.05,65.72,4.58,17.90,11.80,25.38,74.62,32.46,3.17,63.25,43.78,56.19,98.88,1.03,0.06,97.21,1.67,58.25,32.10,5.69,2.84,62.58,2.01,33.37,0.42,0.02,0.48,11.71,5.43,79.96,0.06,0.00,0.06,76.97,20.93,0.01,0.70,0.24,0.03,0.00,0.00,0.93,89.26,0.07,0.04,8.45,0.01,0.13,63.44,35.44,95.38,0.33,1.58,0.07,0.06,1.47,25.38,74.62,0.00,100.00,0.00,0.67,0.01,0.04,0.09,9.77,11.59,6.44,0.22,27.50,0.08,0.53,0.79,0.12,1.33,0.16,0.00,20.34,33.56,4.60,12.04,18.59,2.11,28.06,1.45,58.67,11.82,74.15,25.85,7.30,6.66,22.94,1.62,6.31,2.83,4.47,2.93,0.63,0.01,7.09,27.91,0.62,2.61,0.11,0.03,0.02,1.10,0.01,0.00,0.00,38.73,34.29,99.98,0.02
Barro,76.77,16.99,4.84,1.40,56.50,5.93,19.96,17.61,33.61,66.39,30.95,1.33,67.64,52.11,47.82,99.92,0.01,0.01,93.41,6.50,60.78,31.61,4.02,3.50,61.05,0.91,37.26,0.65,0.01,0.03,2.59,0.71,89.75,0.16,0.00,0.20,90.11,5.60,0.01,2.86,1.30,0.01,0.00,0.03,0.76,74.24,0.00,0.03,24.45,0.04,0.39,88.80,11.12,94.62,1.43,3.34,0.03,0.04,0.45,33.61,66.39,0.00,100.00,0.00,1.34,0.04,0.14,1.52,17.14,12.08,3.64,0.08,22.58,0.14,0.08,0.27,0.26,2.09,0.05,0.00,25.48,32.01,7.17,7.03,18.37,3.16,25.28,1.60,60.11,13.02,70.03,29.97,5.07,5.45,22.03,7.85,4.64,2.73,2.21,4.40,1.34,0.02,12.85,7.59,0.67,3.53,0.44,0.01,3.91,2.22,0.01,0.02,0.00,28.46,47.42,99.96,0.04
Barroquinha,87.27,10.37,1.77,0.59,64.57,8.15,16.52,10.76,27.62,72.38,50.35,0.77,48.87,61.60,38.39,99.99,0.00,0.00,86.09,13.90,62.96,27.57,4.13,5.34,60.79,2.57,33.14,3.45,0.02,0.03,8.85,1.22,71.64,0.65,0.00,3.74,60.38,27.64,0.05,6.81,5.10,0.01,0.00,0.01,2.23,71.23,0.02,0.02,25.79,0.02,0.68,69.82,30.17,94.37,1.33,0.18,0.63,2.04,1.43,27.62,72.38,0.00,100.00,0.00,4.62,0.01,0.07,2.86,13.42,9.15,5.19,0.08,23.69,0.12,0.24,0.16,0.08,1.31,0.01,0.03,32.17,25.55,6.86,8.99,17.66,1.33,28.63,0.45,56.42,14.50,64.70,35.30,5.73,5.72,21.58,4.81,4.52,1.93,2.03,2.89,2.48,0.08,11.44,6.39,0.64,1.70,0.50,0.00,1.32,1.58,0.00,0.02,0.01,22.85,51.42,99.99,0.01
Baturité,85.91,11.00,2.38,0.70,67.08,3.44,15.27,14.21,28.69,71.31,27.85,34.43,37.70,66.97,33.01,99.97,0.01,0.00,96.46,3.51,68.51,17.13,6.51,7.81,74.20,4.74,20.56,0.46,0.00,0.01,43.77,2.22,47.27,2.32,0.59,0.30,81.41,14.49,0.03,2.54,1.50,0.00,0.00,0.00,3.51,75.24,0.00,0.06,21.10,0.00,0.06,77.64,22.34,95.62,2.55,0.56,0.10,0.09,1.05,28.69,71.31,0.00,100.00,0.00,2.95,0.00,0.03,0.72,9.77,10.23,10.09,0.09,26.04,0.04,0.14,0.35,0.24,1.74,0.52,0.01,19.86,32.91,7.81,8.25,20.88,2.53,26.20,3.35,60.02,10.43,74.78,25.22,4.47,4.90,23.94,5.04,4.75,2.94,3.01,5.31,2.02,0.02,16.61,8.73,1.03,5.01,0.13,0.05,0.51,0.60,0.00,0.03,0.01,32.54,42.34,99.98,0.02
Beberibe,86.45,10.87,1.97,0.71,65.26,6.41,16.09,12.23,26.20,73.80,13.82,5.70,74.84,40.12,59.85,94.36,5.52,0.10,87.91,6.45,24.74,59.27,2.51,7.83,57.14,10.03,26.67,0.49,0.00,0.02,4.21,6.00,76.20,0.26,0.00,1.25,54.20,37.94,0.01,1.14,0.89,0.01,0.13,0.04,1.62,66.06,0.01,0.02,25.02,0.09,1.54,63.27,31.08,86.50,0.53,4.46,0.13,0.71,2.03,26.20,73.80,0.00,100.00,0.00,1.58,0.00,0.03,2.63,13.25,10.87,6.13,0.04,26.03,0.07,0.46,0.54,0.41,1.71,0.08,0.03,22.33,30.94,8.13,7.83,21.52,1.83,26.64,0.53,62.28,10.54,73.35,26.65,5.46,5.01,24.55,5.62,4.27,2.64,2.45,4.29,2.27,0.03,19.37,0.66,0.96,4.63,0.33,0.03,0.37,0.89,0.01,0.03,0.00,27.23,47.59,99.98,0.02
Bela Cruz,83.39,12.04,3.36,1.21,62.78,7.71,17.77,11.73,25.86,74.14,29.84,0.76,69.38,40.56,59.44,99.98,0.01,0.00,93.05,6.94,57.21,34.89,3.57,4.31,12.79,40.93,43.90,2.28,0.02,0.06,16.90,0.34,74.70,0.58,0.04,0.48,74.30,24.38,0.04,0.83,0.36,0.06,0.00,0.01,1.00,77.00,0.03,0.01,20.94,0.04,0.96,70.66,29.32,91.35,0.63,5.84,0.45,1.43,0.28,25.86,74.14,0.01,99.99,0.00,3.08,0.00,0.09,1.82,15.79,13.24,4.68,0.06,24.20,0.04,0.23,0.32,0.33,0.98,0.41,0.01,23.04,31.09,9.63,8.06,18.99,1.02,25.59,1.48,62.20,10.73,71.77,28.23,6.10,6.06,23.02,5.89,4.65,2.50,2.24,5.46,2.28,0.03,9.52,9.77,0.37,2.48,0.42,0.04,3.61,1.48,0.00,0.01,0.00,24.59,49.36,100.00,0.00
Boa Viagem,82.81,13.06,3.22,0.90,59.36,5.14,19.06,16.43,30.18,69.82,38.10,0.60,61.28,47.38,52.60,99.97,0.02,0.00,92.18,7.79,61.40,25.33,4.72,8.52,35.62,20.42,42.31,1.52,0.04,0.05,38.75,27.85,19.36,5.87,0.05,0.32,89.51,8.68,0.00,0.87,0.89,0.01,0.00,0.01,1.53,75.53,0.05,0.05,22.65,0.02,0.15,84.36,15.61,93.35,5.29,0.14,0.35,0.32,0.52,30.18,69.82,0.00,100.00,0.00,3.34,0.01,0.02,1.65,17.89,14.16,2.38,0.36,22.41,0.25,0.08,0.21,0.13,1.21,0.04,0.01,26.16,30.04,9.32,6.61,18.88,1.32,26.42,1.21,60.80,11.57,67.75,32.25,5.94,5.14,22.21,7.15,4.28,2.26,2.56,5.78,1.61,0.57,2.52,47.74,0.20,4.05,0.08,0.01,0.14,1.50,0.00,0.00,0.01,28.67,46.24,99.99,0.01
Brejo Santo,80.59,15.31,3.23,0.87,47.25,14.65,26.61,11.49,28.65,71.35,53.22,1.13,45.62,55.55,44.43,99.98,0.00,0.00,96.09,3.89,69.48,25.13,2.21,3.15,64.12,2.68,33.00,0.14,0.00,0.04,54.98,2.88,37.98,0.17,0.01,0.07,94.04,4.29,0.02,1.29,0.29,0.03,0.00,0.01,0.68,86.63,0.05,0.01,12.56,0.01,0.03,91.24,8.74,98.37,0.32,0.41,0.03,0.05,0.80,28.65,71.35,0.00,100.00,0.00,2.15,0.00,0.00,0.21,11.79,11.18,4.39,0.11,24.75,0.05,0.01,0.06,0.05,0.54,0.02,0.01,26.63,28.68,7.45,7.37,20.05,0.55,31.71,1.95,53.17,13.16,66.08,33.91,4.13,5.01,23.10,5.55,3.81,2.48,2.09,5.01,1.06,0.03,10.30,9.09,0.61,9.25,2.14,0.05,0.01,0.08,0.00,0.03,0.01,31.59,37.16,99.98,0.02
Camocim,79.34,15.35,3.87,1.44,50.42,11.54,23.31,14.74,34.98,65.02,65.45,1.61,32.88,69.41,30.55,99.95,0.01,0.00,90.94,9.01,81.43,13.05,0.52,4.95,69.68,1.56,27.10,1.39,0.01,0.21,22.00,3.08,63.59,0.67,0.04,1.57,77.08,17.97,0.03,2.60,2.17,0.03,0.03,0.04,1.72,56.40,0.09,0.02,40.74,0.03,0.95,83.74,16.21,95.10,0.20,1.49,0.40,0.85,1.90,34.98,65.02,0.01,99.99,0.00,3.41,0.01,0.16,2.43,12.18,9.85,5.27,0.12,26.37,0.06,0.07,0.11,0.07,0.88,0.02,0.01,27.84,26.62,7.44,8.04,21.25,0.90,27.10,1.20,57.61,14.09,67.67,32.33,5.35,5.13,24.53,4.87,4.06,2.13,1.86,4.19,1.84,0.01,15.98,0.79,1.54,4.80,1.10,0.01,0.24,1.11,0.01,0.02,0.00,25.55,47.68,99.96,0.04
Campos Sales,71.71,19.25,5.48,3.57,43.77,10.13,22.12,23.98,42.26,57.74,59.48,0.94,39.56,60.77,39.22,99.99,0.00,0.00,91.47,8.52,68.46,10.48,13.42,7.64,16.39,56.49,26.68,0.41,0.00,0.02,6.25,32.69,52.20,0.15,0.01,0.18,97.48,2.12,0.02,0.30,0.08,0.00,0.00,0.00,0.95,54.00,0.02,0.06,44.85,0.12,0.00,73.49,26.50,97.91,1.14,0.04,0.22,0.28,0.41,42.26,57.74,0.00,100.00,0.00,1.10,0.01,0.01,0.76,15.53,11.79,2.90,0.07,22.43,0.00,0.00,0.01,0.04,3.23,0.23,0.00,26.02,29.83,8.27,7.57,17.29,4.09,24.96,2.18,57.02,15.85,69.70,30.30,5.52,5.70,20.93,6.19,3.94,2.15,1.92,4.85,1.63,0.01,7.67,17.37,1.13,6.83,0.21,0.00,9.83,0.20,0.08,0.00,0.00,33.51,43.12,100.00,0.00
