ano (uid);ano (nome);local (uid);local (nome);categoria (uid);categoria (nome);estatistica (uid);estatistica (nome);grupoetario (uid);grupoetario (nome);escolaridade (uid);escolaridade (nome);conjugal (uid);conjugal (nome);prenatal (uid);prenatal (nome);consultas (uid);consultas (nome);gravidez (uid);gravidez (nome);gestacao (uid);gestacao (nome);parto (uid);parto (nome);lococor (uid);lococor (nome);assistido (uid);assistido (nome);apgar1 (uid);apgar1 (nome);apgar5 (uid);apgar5 (nome);robson (uid);robson (nome);peso (uid);peso (nome);racacor (uid);racacor (nome);sexo (uid);sexo (nome);anomalia (uid);anomalia (nome);funcao (uid);funcao (nome);Kotelchuck (uid);Kotelchuck (nome);abrangencia (uid);abrangencia (nome);localidade (uid);localidade (nome);Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Ano
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;21;Maranhão;9.332;8.364;9.619;9.234;9.677;9.225;9.364;9.277;9.772;9.653;8.970;8.849;111.336
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;22;Piauí;4.390;3.986;4.456;4.301;4.399;4.155;4.181;4.116;4.289;4.267;3.993;3.931;50.464
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;3;Unidade da federação;23;Ceará;10.940;10.275;11.305;11.417;11.438;10.583;10.909;10.538;10.572;10.715;10.072;10.394;129.158
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;6;Macrorregião de saúde;2306;5ª Macro - Litoral Leste/Jaguaribe;516;441;539;511;540;474;458;451;486;477;452;438;5.783
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;7;Região de saúde;23007;07ª Região Aracati;132;137;138;134;131;128;133;113;134;137;135;139;1.591
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230110;Aracati;128;134;136;132;130;126;131;113;134;136;132;138;1.570
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230445;Fortim;3;1;2;1;1;1;2;0;0;1;1;0;13
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230535;Icapuí;1;2;0;1;0;1;0;0;0;0;2;1;8
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230620;Itaiçaba;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;7;Região de saúde;23009;09ª Região Russas;181;130;191;180;200;172;159;150;149;174;144;147;1.977
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230670;Jaguaretama;6;5;6;9;6;9;6;7;7;6;6;9;82
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230700;Jaguaruana;0;0;0;3;1;0;1;0;0;2;0;2;9
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230870;Morada Nova;79;46;78;83;76;74;52;60;55;77;67;62;809
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;231000;Palhano;0;0;1;0;1;0;1;1;0;0;0;0;4
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;231180;Russas;96;79;106;85;116;89;99;82;87;89;71;74;1.073
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;7;Região de saúde;23010;10ª Região Limoeiro do Norte;203;174;210;197;209;174;166;188;203;166;173;152;2.215
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230070;Alto Santo;3;2;2;4;2;0;0;2;0;2;0;0;17
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230427;Ereré;0;1;0;1;0;0;0;0;0;0;0;0;2
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230600;Iracema;1;5;2;4;9;12;5;9;4;7;7;3;68
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230680;Jaguaribara;1;0;1;2;5;2;2;1;4;4;3;7;32
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230690;Jaguaribe;33;24;35;32;27;32;26;28;40;26;16;20;339
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230760;Limoeiro do Norte;124;116;136;115;116;97;92;116;113;98;114;89;1.326
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;231080;Pereiro;18;9;18;13;17;15;11;7;11;7;9;14;149
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;231123;Potiretama;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;231150;Quixeré;1;0;0;0;1;0;1;0;0;0;0;0;3
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;231250;São João do Jaguaribe;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;231310;Tabuleiro do Norte;22;17;16;26;32;16;29;25;31;22;24;19;279
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;9;Estabelecimento de saúde;2527693;CASA DE SAUDE MATERNIDADE CELESTINA COLARES;22;17;16;26;32;16;29;25;31;22;24;19;279
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;9;Estabelecimento de saúde;2552116;UNIDADE DE SAUDE DA FAMILIA DO OLHO DAGUA DA BICA;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;6;Macrorregião de saúde;2307;4ª Macro - Sertão Central;692;633;685;733;697;642;675;621;644;671;653;643;7.989
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;7;Região de saúde;23005;05ª Região Canindé;169;181;197;201;172;175;212;160;200;180;160;174;2.181
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230240;Boa Viagem;36;39;29;32;24;30;31;25;27;31;31;36;371
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230280;Canindé;125;136;164;166;142;136;169;131;167;141;122;127;1.726
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230300;Caridade;1;0;0;1;0;2;4;0;1;3;1;3;16
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230660;Itatira;1;1;1;0;2;0;3;0;2;0;1;1;12
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230763;Madalena;4;4;3;2;4;6;5;4;2;4;5;7;50
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;231040;Paramoti;2;1;0;0;0;1;0;0;1;1;0;0;6
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;7;Região de saúde;23008;08ª Região Quixadá;392;330;366;385;393;332;347;338;319;354;363;364;4.283
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230185;Banabuiú;3;6;4;4;7;8;2;5;5;8;7;7;66
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230393;Choró;1;1;0;0;0;1;1;0;0;1;3;1;9
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230526;Ibaretama;0;0;0;1;1;0;1;0;0;0;0;0;3
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230533;Ibicuitinga;0;1;1;0;2;0;1;0;0;0;0;1;6
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230835;Milhã;3;4;3;2;3;5;2;4;6;4;4;2;42
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;231050;Pedra Branca;29;29;30;42;27;24;32;25;23;31;22;15;329
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;231130;Quixadá;243;189;223;240;247;195;196;205;199;196;187;204;2.524
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;231140;Quixeramobim;94;83;85;87;92;89;93;85;81;100;129;122;1.140
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;231270;Senador Pompeu;10;9;10;1;6;7;9;5;2;8;7;7;81
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;231300;Solonópole;9;8;10;8;8;3;10;9;3;6;4;5;83
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;7;Região de saúde;23014;14ª Região Tauá;131;122;122;147;132;135;116;123;125;137;130;105;1.525
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230040;Aiuaba;3;1;4;5;6;3;5;3;3;9;7;3;52
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;230150;Arneiroz;0;1;0;0;0;1;0;0;1;0;0;0;3
2019;2019;2;Nascidos vivos por ocorrência;1;Notificação de nascidos;1;Número de nascidos;6000;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;0;Todos;8;Município;231030;Parambu;19;19;20;27;21;22;16;16;20;22;17;25;244
